en_review	sentiment
Terrible Movie... worst Nigerian movie I've seen	negative
Extremely Boring!	negative
new drinking game: take a shot every time you see characters wearing atrocious wigs.	negative
what is this????	negative
A waste of money. This movie is completely useless. It is crappy, dull and uninspiring.	negative
The movie was well done but I could not figure out what type of movie it wanted to be and what was the story about until I stopped watching somewhere at the middle.	negative
Despite strong performances and plenty of incident, writer and director Biyi Bandele fails to establish the narrative's wider national and political context, and the film is ultimately insubstantial as a result.	negative
Boring and weak plot.	negative
Good sort, badly did. . I was unimpressed due to the production of this both in terms of acting and script	negative
Possibly one of the worst films I've ever seen.	negative
their comedic antics have become too stale, too repetitive and too predictable to be worth recommending this sham of a movie.	negative
Profoundly irritating and annoying.	negative
It's your typical Nollywood movie, cheating, ancestral folklore, bad acting	negative
Then worst of all is the story; as simplistic as a Yoruba film story could ever be it lacks, intrigue, suspense or any telltale signs of intellectual manipulation.	negative
A grimly interesting story that is sadly reduced to a cliched, tedious movie.	negative
It’s odd that an autobiographical passion project feels so limp, hackneyed, and labored	negative
We can do better than this trashy movie	negative
For a supernatural thriller cum action movie, Nneka the Pretty Serpent took too long to make it’s point.	negative
What the hell is going on here. . The movie is so bad at some point you wonder whether you're watching a comedy or a drama movie.	negative
The movie has the most ridiculous robbery scene ever in the movie universe, and it is way too long.	negative
Poor visuals	negative
The worst part is that; for some uncanny reason, the producers chose to belabor their poor audience with unwieldy subtitles that disappear very quickly.	negative
Again, producer missed the point. . The movie has no destination, no solid plot, just run offs	negative
The Road to Yesterday is not, probably, the stupidest picture we ever saw, but it is, nevertheless, very, very dull, and well-nigh unintelligible as well.	negative
Suru l' ere' is crappy.	negative
An ecample of a character who does not fit the role in this movie is Tope Tedela. In his role as a semi-literate mai-suya, he is too refined and too well spoken. 	negative
not recommended	negative
This movie is bullshit	negative
As a comedy it starts out well enough but soon gets a little (but not much) more drama-like with its storyline to the detriment of the film. Has a very inner-city urban styling.	negative
I am angry I watched this movie	negative
This is a soulless muddled mess that does great disservice to a great book.	negative
As ridiculous and as unimaginative as its title is, very little separates 'Makate Must Sell' from Papa Ajasco's 'Knock Out'.	negative
This one star is for Oc Ukeje	negative
Good history, poor quality.	negative
Its characters (especially Sades) are messy and have many poorly executed emotions and phases of grief or happiness.	negative
Made for tv melodrama. . It was so cheesy at certain parts that it was hard to continue watching. I wouldn't recommend this to anyone.	negative
you do not deserve to watch this horrible subpar movie	negative
MESSED UP MOVIE. . No lesson learnt. Please we don't want part2.	negative
Horribly Booring. . . . Wasted 2h20min of my life watching this baseless, senseless movie.. . . . Its seriously bad!!!!	negative
Terribly made and stupidly written. This reeks of the Hallmark Channel.	negative
Not bad, not good, just unmemorable.	negative
Slow moving predictability	negative
Had potential, but fails to draw you in	negative
It could've been way better.	negative
save yourself from this distateful movie	negative
Such a shame with 'Fantastic Numbers'; going by its sophisticated posters alone	negative
Poor	negative
Slow. . The acting is ok, but the script is quite poor.	negative
Limitlessly not recommended. Work hard to avoid this rubbish forever; even on TV.	negative
When we thought it was all over, the concluding scene brought even more confusion.	negative
Terrible and amateur attempt at a film . . Seems like someone's school project more than a real film . Terrible acting and production value .	negative
Scenes were muddled up	negative
This is four movies in one loosely bound by coke product placement	negative
Utterly not recommended. 'My London Slave' is complete hogwash. A total waste of money. There's no way you go in to see this and come out happy. Because, everything about this sham of a movie is calculated to irritate you. And it will. Please, don't pay for misery.	negative
Real life vs. badly executed. . bad acting, especially from the villains in this movie.	negative
The sketchy storyline is overly reliant on clich, caricature and contrivance.	negative
Alakada Reloaded' is a sham.	negative
DO NOT WATCH THIS MOVIE	negative
This is indeed a very stupid movie.	negative
I don't know man, this movie sucks and my legs hurt.	negative
Absolutely Not Recommended.	negative
The first notable flaw is the film’s length	negative
Well, when the main positive thing that people list about the film is the colour grading, you probably know you’re not going to experience an amazing story.	negative
Ultimately, it lacks any real story and as far as production is concerned.	negative
A good story ruined by a bad screenplay	negative
A powerful novel has been neutered.	negative
Would’ve loved this if it starred Princess Vitarah.	negative
Such a shame!	negative
Only in broad Nollywood comedy mode does it feel truly convincing.	negative
Unoriginal and boring movie	negative
mean-spirited, unfunny, kinda classist.	negative
this movie is terribly boring. Very dull.Very draggy.	negative
It is a neccesity to remove this movie from being accessible to the media as it depicts and reinforces the great issues in today's modern society relating to racism.	negative
The Ghost and the Tout' is unrepentantly immoderate in everything.	negative
it is a good for nothing film that shouldn't have been made.	negative
what the hell is this that I watched	negative
Amateurish Production. . Started to watch this but it was so disjointed, jumping all over the place that I stopped after 20 minutes.	negative
Bitterly disappointing	negative
It is so very tonally deaf to what is going on	negative
Absolute Trash. 1985 Bollywood called, they want their script back.	negative
Lopsided. Low quality. Lackluster. And ludicrous.	negative
It was perhaps too close to the subject to tell it with the clarity it demands.	negative
The acting was great but the plot was quite weak.	negative
Watching this movie made me dull	negative
Dreadful. . I am baffled that Netflix would subject its audience to this kind of low budget rubbish.	negative
Has the look and feel of a soap opera from 1985 except with fewer twists, less campiness, no surprises, less suspense and a very long, drawn out plot.	negative
Social Media 101' is lazily unoriginal. This is the handiwork of an ideas pirate; someone who plagiarizes the creative ideas of others, makes them his own and seeks to profit from same. Plagiarism! That is the stuff 'Social Media 101' is made of. The producers put not an iota of creativity into making this a movie.	negative
The historical context is more intriguing than the specifics of this harrowing and provocative story, which lacks sufficient character depthand narrative texture.	negative
Waste of time. . Something to interest me or hook me...nothing what a Snoozefest!!	negative
DULL STORYLINE. . One of the worst Nigerian movies I have watched in a while.	negative
Awkward to watch	negative
almost felt like 2 different movies. The story needed tighter translation of the events happening.	negative
Opportunity lost	negative
NOT A MOVIE	negative
Psychological Horror, Nollywood Style!!! meddlecore14 October 2017	negative
So this was long and boring	negative
the chances of Nollywood making a great film is pretty slim.	negative
The need to be extraneously goofy and ridiculous in Nollywood cinema is getting annoying	negative
Can't say this movie makes sense	negative
Really awkward.	negative
so bad	negative
And underlining all that is a thick sludge of brazenly obvious & forceful comedy.	negative
.Although the tension is not too high, suspense is not a thing, the obstacle could have taken more sweat and sacrifices, but yet, Lionheart is really good.	negative
Another waste of time. . More Netflix boring crap, I'm glad it's free so i don't pay for these terrible selection.	negative
Ultimately, murdered by severe cases of over-acting and wanton fake-ness, 'Hire a Woman' is a sterile movie that lacks any real magic.	negative
Soap opera. . This is a bad soap opera pretending to be an air flight disaster thriller.	negative
Clustered Colours' is like cheap doughnut with plenty of nothing around a very tiny something.	negative
What happened to attention to detail	negative
This movie based on the ebola outbreak in Nigeria was very depressing and it wasn't as great as I thought it would be. In fact, it wasn't what I was expecting either.	negative
You should not watch this movie	negative
Production and soundtrack ruined a good story	negative
"Painfully slow and pedestrian horror soap opera whose only novelty is ""It's from Nigeria!"""	negative
And yet another forceful comedy. Nollywood just doesn't get it.	negative
Clustered Colours' is like cheap doughnut with plenty of nothing around a very tiny something	negative
Did not watch all of this crap. Not even second rate, obviously racially inclined crap from an African nation.	negative
There was nothing good about this movie	negative
The storyline is shoddy and has misplaced and unfunny jokes.	negative
This movie at best had mediocre acting, and tried to promote forgiveness for a highly abusive husband, rapist, and a pedophile of his adopted daughter.	negative
Hence, this wreck of a movie plays like a relic straight out of the nineties. A complete waste of money.	negative
Now, causing cinema patrons to sleep off their premiums isn't necessarily a crime in all cases.	negative
there's an unmeasurable deluge of nonsensical characteristics dogging this 'Good' movie.	negative
Good message, poorly executed	negative
some of the drama felt artificial made just to make two characters have some conflict, the characters were fine some were annoying	negative
A Hollywood Deception	negative
Good story spoiled by amateurs	negative
chief Daddy 2 is an unfocused mess, which would be tolerable if it only made us laugh more often.	negative
OMG Cringe. . . . What the actual F. The dialogue, the acting, the soundtrack	negative
"Painfully slow and pedestrian horror soap opera whose only novelty is ""It's from Nigeria!"""	negative
A sore disappointment. It is excruciating to sit through. Sob!	negative
A case of laudable ambition collapsed into episodic box-ticking.	negative
However, this failed to be anything other than boring. It had no logical flow	negative
Very bad acting, but the movie is still entertaining.	negative
This was a No, No! Really bad performances from the main cast.	negative
Entertaining despite being flawed	negative
This movie feels like a mish mash of under-developed ideas with a half hearted romance thrown in.	negative
The movie script cannot pass for a high school amateur production.	negative
I dislike this movie so much	negative
The acting was SO bad and the  writing was even worse.	negative
The acting is at best wooden, the dialogue almost staccato, as if the actors are constantly being prompted with their lines.	negative
Everything about this movie speaks low budget	negative
Dig to stole your time!	negative
What a Mess	negative
Only in broad Nollywood comedy mode does it feel truly convincing.	negative
Charmed' is not charming. No how!	negative
Horrible. . The show lingers on and on seeming to go no where at times.	negative
The fact that it's a musical makes it absolutely TERRIBLE.	negative
Utter fiction. The acting is awful and the story unbelievable.	negative
LMAO	negative
A sore disappointment, 'Levi' is drama without purpose.	negative
"The film is remarkable for its lack of self-pity, but it makes the experience of ""Farming"" a merciless one for the audience too."	negative
I am convinced it would have fared better as a 10 to 30 minute short movie to test the waters.	negative
drama without purpose.	negative
Well intentioned but amateurish attempt to move the viewer.	negative
Imagine trying to make indomie without spice. . This movie is soo bad that 5 minutes to the end you're still wondering what's going o.	negative
The screenplay is ridiculous	negative
They just sewed together different jokes, memes and videos of little known comics that have gone viral on Nigerian social media, called it their own movie and brought it to cinema. If you are Big on social media, you will have seen many of them, many times before. And you are not likely to find them to be very funny here as the producers even fail to excel at plagiarism, leaving 'Social Media 101' plagued by bottom of the barrel acting, very boring dialogue and particularly horrible scene lighting. This is all round ridiculous!	negative
"This movie is ugly. ""Ugly"" must be the word."	negative
Another Nigerian Movie With Lot of Hype but Very Empty.. . I won't recommend this to anyone.	negative
It's not really that bad - but the script and directing suffers overall.	negative
The movie’s opening is jarring. There is no backstory for Laila’s appearance	negative
Very poor story telling... and a massive rewrite of history for the sake of the movies plot.	negative
Retarded. Gratuitous. And senseless.	negative
Not a great movie	negative
This movie was an eyesore	negative
it tells a piecemeal story one could swear was hurriedly written by a primary school pupil for last year's Cultural Day drama presentation	negative
If you value your time, work hard to dodge this at a premium.	negative
Can a movie be bad, but important?	negative
If I were a film prof trying to get away with torturing my students, I truly cannot think of a better fit for a required screening.	negative
Too long, bad acting, too much irrelevance	negative
. Forceful story-telling and embarrassingly bad acting are the hallmarks of this shabby pretender.	negative
How does a movie with this subject matter wind up being this slow and boring?	negative
this is a story that has the potential for critical acclaim, but the execution is poor and makes it easily forgettable.	negative
This movie has less charisma than the 'Third Eye' series from the nineties with Pa Olu Jacobs. Stay away from this.	negative
nollywood keeps disgracing us	negative
Survival of Jelili' is a pageantry of the absurd and a flagrant eyesore.	negative
At the conclusion of the original Chief Daddy movie, the introduction of a new character in the last scene hinted at a sequel, but Chief Daddy 2 takes the sophomore curse to a new level of low.	negative
Wasn't supposed to end there.. unprofessional screenwriter	negative
The plot was totally unrealistic and it was all over the place.	negative
A colossal waste of time and money	negative
this movie is so lame, even children will not like it.	negative
"Absolutely Not Recommended. Filmmaking is not agbero work. Yet curiously, Nollywood financiers keep financing quacks, pretend filmmakers. Do they not know that ""making film"" is encapsulated in talent? You either have it or you don't—You can't fake it till you make it. Without talent, connections shall never translate to great films. They will always result in what we witnessed today: A discordant rhythm of harsh hisses from dissatisfied customers, their faces swollen with regret. Sad."	negative
Despite having what could have been a good story, 'Ile Owo' joins the infamous choir of yucky movies trespassing cinema. Having a good story is necessary but it is not enough. When you combine your good story with harrowing story-telling & mental laziness, the outcome can't even be classified a respectable horror movie. What you have, is a sham: Terrible casting. Cussed costuming. Irritating makeup. Lopsided acting. Kindergarten graphics. And puke provoking props.	negative
"Absolutely Not Recommended. Acting is quite good. Subtitling too. But that's where ""good"" stops in 'Yahoo Plus'. Everything else is rubbish."	negative
Story is stale & predictable. Story-telling is weak & impotent. Cinematography is so 1980s. And worst of all; picture quality is terrible. Looks like it was shot with Nokia3310.	negative
Avoid this. Don't be their maga.	negative
Tiger Tail' is an eye roller, a tummy churner & a head acher. It may cause you high blood pressure.	negative
It's amazing how good heads can come together to make bad rubbish. And the more expensive the head, the more terrible the performance. Appalling.	negative
"Acting is pretty good but story is ordinary & super predictable. And its comedy is crusty, mouldy & stale; mainly delivered by repeating now too familiar expressions like ""I dey your back like eczema"" & ""If I woze you, your brain go reset."" Yuck! Just too damn amateurish. Some people laughed shaaa. Regardless, by our own measure, there's too little value for money here."	negative
Sadly, 'Man For The Job' is an amalgamation of a good idea & interesting vision with inadequate talent & lack of requisite skill. Like building a Tesla in Aba, they tell a tech-story with Idumota story-telling. The end result is confusion.	negative
The main thing that attracted me to Ile Owo was the picture of Bisola Ayeola, on the movie poster, playing the role of an old witch, only for me to go see the movie, and she appears only in the last scene showing for less than 60 seconds. It was a great disappointment, but it was the culminating disappointment. You see, the whole movie makes me want to collect my money back, with interest.	negative
The movie spends too much time focusing on the horror element, and forgets to give us a proper story. It leaves too many questions unanswered, and not in a good way. The female lead is either over acting or under acting. Her screen chemistry with the other actors is almost non-existent.	negative
The audio of the movie is too loud, and focuses too much on the ominous element. There is not a single enjoyable score in the entire flick. Facial expressions are made baselessly, and we are left guessing what they mean. We never get the meanings, if they have any. Characters show up with no background, and no eventual explanation of their roles in the movie. Eventually, the ending leaves you wondering what you have just experienced.	negative
As much as we want Nollywood to explore more genres, this particular foray into the horror genre leaves a bad taste in the mouth. It is tepid horror, and has no tasteful story to compensate. The story synopsis has more meat in it than the actual movie.	negative
Tried hard to watch this, but it is absolutely terrible. The outline is OK, but the dialogue is awful and stilted and many of the actors struggle delivering it. Much of what occurs in episode one lacks any semblance of credibility.	negative
It made my eyes bleed to watch and is definitely not worth investing more time to endure further suffering.	negative
If you're a fan of crime thriller movies, this movie might slightly interest you. Slightly because they'll be no moment that'll keep you on the edge of your seat-and a couple of scenes are cringeworthy. The plot is infuriatingly weak considering the stellar cast and great acting on display.. . . . There's lots of positive with this series though and you're bound to still appreciate some moments in it. Big kudos to the production cast as the cinematography is one of the best I've seen in recent Nollywood productions.	negative
Storyline so weak from episode one to four.... the only I repeat good thing about the series is the camera and show of affluent and the negative part of the Nigeria society. If Mo Amodu had employed the patronage of critics before doing the final editing they could have product a beautiful and believable story to promote the beauty of Nigeria and not continual telling of how backward our society is...... am so disappointed at the level of creativity at her disposal her movies shows money but lack proper content.	negative
There are some errors in the story and acting but overall it's a good one	negative
Let's start with the negative First if all the acting of the main actress was mid, and how did the assassin get past the security with weapons and the unarmed ex couldn't, and as for the FJ role I believe there are better child actors, mad again How was the hotel completely empty of guests when the body was being transported, they had reservatioms right? There wasn't enough Then the positive If not for the above stated the casting would have been spot on.	negative
Totally unbelievable and absolute rubbish. Waste of a stellar cast. Just had to review to warn others not to waste their time. Go watch paint dry instead.	negative
Unbelievable. I do not know what's worse. The plot, the lack of good taste, the lack of logic. Nails, wigs and grotesque dresses. It appears that Nigeria's ruling class has a total lack of common sense. And to complete a half ending. As I said, horror show.	negative
The movie had good first 2 episodes but the twist at the last episode was lame . Then the so called chicago detective had to support d girls at the end which was a wash cuz clearly its not self defense anymore if you had to chop off a head and bury the victim . The writer lacked a good ending and it ruined the wonderful acting of the characters . Also ramsey noah role was quite poor and the concept of the vintage car was drooling. Why use such a slow car for such mission . They had to drag the whole timeline just for a bloody annoying chase .. In a real world , the girls wont survive these . The script is biased.	negative
Weak Storyline, script is awful. A detective wearing a small hat 👒 with a toothpick in his mouth is so cliche. Feels like you are watching a bad 1970s police drama 🤔.	negative
ending twist was lame	negative
It was so awful it becomes brilliant.	negative
Starting from the idiotic assassin who was acting as if he was there to fight a professional wrestling championship, to the idea that the groom would be so calm after surviving a hit that he would retain on him the gun he dispossessed the assassin of, the movie was just stupid. The only thing for it was that the cinematics were quite good. Story was foolish, acting was ok, ending was asinine. But do also waste your data and time watching it. What a silly movie!	negative
This show was horrible. The plot, the sound, makeup, wigs, wardrobe absolutely horrible. I couldn't recommend this to my enemies. It's sad 'cause I grew up watching nollywood films, hope they get it together.	negative
. . I get that Netflix is trying to promote work from different countries, and I applaud the effort. There are plenty of deep, thoughtful, talented writers and directors to pick from, so why this? I forced myself to watch it because I support the concept of promoting productions from all around the world. But this is just dreadful. If you need a list of serious writers that would better represent the culture, I can send you a long list. It is discouraging to see good writers passed over for this sloppy work. Come on, Netflix. Do better.	negative
. . Blood Sisters is a high-concept movie, which means out the gate you shouldn't expect much by way of deep character explorations or character development. The concept is the film, and it's a simple one to explain: after accidentally murdering her friend's abusive husband-to-be, Kemi and Sarah skate down a slippery slope of more murders as they become fugitives on the run. We're introduced to a flurry of characters in the first episode, which is always an unsettling sign (it takes an extremely talented writer and director to pull off throwing many characters in the audience's face within the first few minutes, and the people behind this show are, unfortunately, not that talented)	negative
"The Blood Sisters (Kemi and Sarah) are unconvincing in their 'friendship since childhood' thing, literally pausing between scenes to say, unabashedly, ""you know we're best friends, huh? best friends from the womb!"", preferring to tell us, the audience, that they're friends, because nothing in their dynamic displays the sort of chemistry you'd expect to see from best friends. I've heard tell that Kate Henshaw's acting was excellent. Maybe it is, but it's difficult to see when you're playing a one-note character: a scrunched-up face that only exists there to be cartoonishly bitter, with no other quality to speak of for the entire 4 hours of show time."	negative
"The detective (Joe Obasanjo, or ""Chicago!"" as Segun Arinze's character, Inspector Tijano calls him), is largely useless, stumbling from painful scene to painful scene, poorly discovering clues to crimes the audience already knows who's responsible for. Were I a cynical man (and I am), I'd say that this character exists only to pad the runtime. Remove him from the picture, and this very thinly-plotted show becomes thinner than blood on painkillers."	negative
This show does something I'm starting to notice with Netflix shows: pick an interesting concept purely for the excitement of creating content for that genre, but doing very little to ground it, or making the world-building compelling at all. This leaves everything rather weak, the actors confused (you can see it in their faces — they have no idea what their character is supposed to do or feel at any given time!) and the sequences not following from logic, but because that's what a writer has decided needs to happen next. I hope EbonyLife does a better job next time. One positive: the camera work was good.	negative
It's so unoriginal, like a nightmarish flash from a shameful past, '4-1-Love' somehow manages to share everything in common with every terrible movie ever to come out of Nollywood; all round embarrassingly-shoddy acting, lazy-as-a-corpse scripting, ridiculously-predictable story line, are just a few of the traits that makes this one stand out as the bold insult it is to every cinema lover in Nigeria. A complete hogwash; you will want your money back.	negative
Not recommended... IGNORE WARNING TO YOUR OWN PERIL	negative
This pretender to Nollywood glory might have been bearable if only it had some respect for itself and stayed away from the cinemas. But it didn't and ultimately turns out to be a rather convincing embarrassment to all of Nollywood's effort at a renaissance, that ought to be avoided at all cost till it shows up at your local video rental store where it rightly belongs. Because the only thing slightly original about '4-1-Love' is it's title; it's down the drain from that point on.	negative
"Overall, disappointing! Not terrible, or unwatchable, as to be avoided, but ""disappointing"", as indicative of a sickening let-down for huge fans of 'When Love Happens', the first."	negative
This 'Trip to Jamaica' is absolutely and fiercely not recommended! You've been warned; don't trust the hype, this movie is complete and utter rubbish. A comedy made for the un-initiated. Stay away from this wreck, except you think it's funny investing two hours of your life, watching a grown man act like a retard, in terribly predictable ways. It was embarrassing! Horrible acting. Horrible script. Horrible everything. This movie is a scam! When we were done with this, we wished we could sue for a refund.	negative
Utterly useless! A completely ridiculous excuse for a cinema offering. 'It's her day' is like a terrible parody to a very bad movie. Stay away! This hunk of crap is sure to give you a headache as it slams you into a wall of boredom	negative
. . There's is nothing good we can say about this flick; terrible all round acting, obvious attempts at comedy and so shamefully predictable, this strenuous trial at comedy, succeeded in making us laugh only once. At approximately two hours long, that kind of failure is unforgivable.	negative
Not recommended! This is terrible! Incredibly terrible! Save your money and see its trailer instead. That's about the amount of pleasure it has to offer.	negative
"Very dry"" is what I found myself repeating in my head as I endured sequence after sequence of this over hyped super comedy wanna-be; because it was just that- Very Dry! And try as hard as he could, and he did try, but ultimately Francis Odega just couldn't pull this one out of the flames; the script was just too burnt to crisp to be salvaged. 'ATM' is a woeful effort, not worth seeing at premium."	negative
Entreat’ is a wreck! “Utter and complete rubbish” will not be enough to describe this shoddy attempt at movie making. This movie is absolute crap. I mean headache inducing crappy kind of crap. ‘Entreat’ manages to tell a basic story, in the most complicated and most ridiculous way possible. Seeing this, I wasn’t just furious; I was sorely irritated.	negative
It really irks me seeing that more and more Nollywood directors and actors think making a comedy entails actors making funny faces and acting dumb; Alexx Ekubo in 'ATM' and last-week's 'Entreat' has to be a perfect example of this ridiculous perfidy. Comedy for mature audiences, in this day and age, ought to be serious! It shouldn't be about actors making imbecilic faces and falling over themselves in concert to a background of childish 'Tom and Jerry' tunes. It should be about stringing together relate-able well thought out embarrassingly outlandish set-piece circumstances which are made funny by their very nature of being outlandish but relate-able.	negative
Goodness gracious! The acting was horrible! Only Michael Asuelime Jnr who played ‘Moses’ showed even the slightest promise, everyone else put up plastic performances; soulless and awful. And the production was just as horrible. Superimposing the audio was a bad idea, and it gets worse, especially because it’s badly done. And as if that wasn’t bad enough, the general audio quality was terrible; it was all over the place. And as if, even that, wasn’t bad enough, you will be made to suffer through some of the crappiest foreign accent faking, I have seen in Nollywood in like forever.	negative
This movie has got no single redeeming factor. There’s not a single thing I can point to, that could save this from scoring zero. And that is being overly generous! In actual fact ‘Entreat’ deserves a minus. It’s just that terrible. The script was un-inspiring-ly shabby. The dialogue was so weak; and the acting?	negative
Terrible acting plus an unrealistic story makes seeing this only a little better than a chore. Its only bright spots being a few good laughs it offers	negative
"Fusion' is largely two steps backward for Nollywood. Especially for Nollywood at the cinemas, this day and age. Sub standard movie making, ridiculous scripting, terrible story telling, rubbish acting and a lack of logic, ultimately make 'Fusion' a movie that should only be seen at the cinemas on that rare occasion you find yourself ""excruciatingly bored to death"" and realize you've seen every other movie showing at the cinemas."	negative
Suru l' ere' isn't spectacular. It doesn't even come close to being spectacular. I thought it was boring as hell.	negative
Suru l' ere' isn't worth your coins. Nothing special here.	negative
"The one word to describe '2 Broken' has to be ""Completely stupid and terribly irritating"". Okay, that's not one word, that's a sentence or a phrase? I don't know, am confused. That's the effect '2 Broken' will have on you.... It will literally leave you broken and confused. Stay far away from this one... It offers too little, too badly."	negative
". . Yes, I meant it when I said it's ""frustratingly annoying""... Meaning '2 Broken' is annoying in a frustrating kind of way. And I will explain this in two parts- First off, the story is so weak, I couldn't help but feel like it shouldn't have been told in the first place... Don't make a movie just cus you can!"	negative
The acting is horrible! Belinda Effah wasn't on her game at all! I have seen her do so much better, so I lay the blame with the director. Especially considering that bad acting was universal... As in, the entire cast can't act for nothing. And the dialogue? Terrible!	negative
. . And one other thing. One hour, ten minutes into this two hour excursion of torture, you still haven't been shown where the story is going or what the plot is. I guess that just emphasizes the absence of a plot.. . . . In short I give up! It's too broken to be seen.	negative
This movie is Crap! It’s absolutely rubbish... Let me say that again for emphasis- Its complete rubbish. ‘The Affair’ is a prime example of what a movie should not be. It packs everything from terrible acting to a ridiculous story into one basket. There’s nothing good here... Run from this!	negative
. . I have always thought Peggy Ovire was terrible at acting, but she tops her history of terrible acting prowess here... from scene to scene, it seemed to go from bad to ‘badder’. Terrible! And worse, she was the lead actor in ‘The Affair’ which, literally, spelt doom for everybody else...	negative
. . You need to stay away from this one, by all means. Except you are conducting a special study on how not to make a movie- in which case you totally should see ‘The Affair’. It’s got nothing good to speak of... No saving grace.	negative
. . Seeing ‘The Affair’ was a chore... Or maybe even worse than that... A gruelling experience! I literally had to drag myself to the finish line. Not an experience I would wish on an enemy, and definitely not on my readers.	negative
Everyone was horrible, by the way... There was not one single shining light in this pitiful excuse for a flick. Sincerely! I don’t know what it was with this movie, maybe the director is to blame. Which makes me feel I have to give props to whoever directed Peggy Ovire in ‘Husbands of Lagos’, where she displayed her best work yet, in my opinion.	negative
. . The story itself feels so convoluted, one would think, either there were four independent writers working to outdo each other in making the final script a mish-mash or there was one writer, who was writing four different scripts in his head at the same time.	negative
You might think am over-bashing it, but seriously, I am being truthful. I mean, if the acting were so bad, the day might have been saved by a great story... Or maybe even extra-superb production. But no! Not here!	negative
I give this movie a 2 out of 5, mainly for the beautiful scenery and the cinematography.	negative
I had to watch the movie twice to be able to write this review, because there was little to truly hold on to in the movie, except for its being a big budget production.	negative
The money exchange scene in sugar rush was totally unbelievable. We witness a massive gunfight and yet, we are to believe that just one of the main actors got killed and another got injured, while the men having the heavy guns were the ones who died?	negative
As much as I love Bimbo Ademoye, her role as Bola in the movie, the last of the three sisters, was sometimes grating, only trumped by Obum, the knucklehead EFCC operative. She overdid the role of the spoilt brat, who always spoke out of turn, even in serious life threatening situations.	negative
The scene of Andy’s death was not properly executed. How come no crowd gathered after someone was hit by a bus? It was totally unbelievable, because the movie was set in Lagos. It was unrealistic to show a vehicle hit someone, and the ladies were able to leave the scene after having spent some time with the dying man. Not in Lagos!	negative
I believe Johnny was an idiotic additional character in the movie, with the entrance he made at the beginning. His actions and words, for the rest of the movie, were juvenile and irritating. In this sequel, the humour was harder to find and the punch lines fell flat. Besides Johnny’s juvenile behaviour, Amaju (AY) kept making dry jokes, even in serious situations that did not call for levity. After the coordinated attack, and they were taking stock, it was not until they made a call that Amaju mentioned that this is serious, as if co-ordinated attacks were not enough proof that the the situation was serious.	negative
The movie calls the viewer to suspend belief on a number of things, leaving more questions unanswered. The Merry Men were obviously criminals, who robbed the corrupt politicians, via cybercrime and other ways. They supposedly did this to give to the poor, and even in the first instalment, we did not see them really do anything concrete for the poor, anything that warranted the crime they committed.	negative
Experience has shown that Nigerian Movie makers don’t do so well with sequels. If the first was great, the sequel would struggle to meet the standard of the first one. If the first one was bad or manageable, the sequel would be worse. In my opinion, Merry Men 2 should not have been produced. 30 minutes into the movie, I was bored out of my eyes.	negative
For a supernatural thriller cum action movie, Nneka the Pretty Serpent took too long to make it’s point. The long scenes dragged unneccesarily, the short scenes did not make the right impressions, and I struggled to keep my eyes open for the duration of the movie.  It eventually ended in an anticlimax that left a very weak cliff hanger. Perhaps the reboot of old movies needs  to make the scripts tighter without making the movie lose their essence.	negative
Under The Carpet could have ended on a cliffhanger, but that is wishful thinking. What we got was a tacky ending with unrealistic dialogue. This is a movie with too many wasted potentials.	negative
Easy Gold was designed to be a slapstick comedy, but the storyline did not slap, neither did the comedy stick.  I struggled to find any real laughter. Apart from Blossom’s acting, the rest of the cast was unreal.	negative
No matter how funny a comedy is, it would have some serious scenes to tie the story together and pull at your heart strings, and give you some break from the continual laughter. This movie failed woefully even in this aspect.  The serious scenes were unbelievable, and the acting in those scenes seemed like the actors were in a high school play.	negative
The movie has a lot of unnecessary scenes that make it run too long. Still Falling could and should have ended sooner – and delivered a more powerful punch. 	negative
Keeping Secret' is another Nollywood flick that requires your intelligence dialed down severals points to accommodate it. Nothing special here... absolutely nothing.	negative
. . The acting is sub par, so much so Ebere Okaro and Belinda Effah, two actors who I have always found to be great performers, seemed forced to dilute their acting prowess, to accommodate the rest of the cast, the worst of which was Frederick Leonard... The quality of his acting here was terribly low, disappointing.	negative
. . As for the story? It was too predictable. I knew where it was going right from the on-set, and yes you would usually let Nollywood flicks get with the crime of being too predictable, but... when you are chucking out N500 for one DVD, you expect so much more from movies which hold themselves out to be worth that much. Disappointingly, 'Keeping Secret' isn't worth that much... at all!. . . . So, don't buy this. Don't even rent it. I recommended you only bother seeing it, if it's borrowed to you, free!	negative
Morire' is your run of the mill Nollywood morality tale about loving your neighbor as yourself.. . . . Whilst it gets the job done in telling it's story... this movie is plagued by bad acting. Check out the snippet to see for yourself. If you've got the stomach for what you see, then you may not necessarily avoid this.	negative
 Avoid by all means. Completely useless movie.	negative
". . When I say ""useless"", I mean useless... as in, of no use. The story... I don't even no sef. It's just ridiculous... A story of a guy, who was being toasted by several women, eventually gets married, wife gets pregnant and husband dies searching for his enemy, while wife is in prolonged labour... you see, completely useless... I feel foolish even narrating the story."	negative
Don't be fooled by the cover which suggests it's going to be a raunchy comedy of some sort... it's nothing like that. Infact, the elderly actress on the cover, dressed in the seductive-s, never appears in those clothes or anything like that, neither is the story even related to that. Wish I could meet whoever approved the cover, so I can give him a piece of my mind for defrauding and deceiving me.	negative
